"","state","Date"
"6554","NY",2014-10-12
"6555","AZ",2014-10-12
"6556","MD",2014-10-12
"6557","HI",2014-10-12
"6998","SC",2014-10-12
"6999","ME",2014-10-12
"7000","FL",2014-10-12
"7527","VA",2014-10-12
"7528","NC",2014-10-12
"7529","IL",2014-10-12
"6015","WV",2014-10-13
"6542","ME",2014-10-13
"6543","CA",2014-10-13
"6544","MA",2014-10-13
"6545","OR",2014-10-13
"6546","TX",2014-10-13
"6547","NC",2014-10-13
"6548","CA",2014-10-13
"6996","CA",2014-10-13
"6997","MA",2014-10-13
"6013","RI",2014-10-14
"6014","MT",2014-10-14
"6534","CT",2014-10-14
"6535","AL",2014-10-14
"6536","IL",2014-10-14
"6537","NY",2014-10-14
"6538","MN",2014-10-14
"6539","OK",2014-10-14
"6540","CO",2014-10-14
"6541","NH",2014-10-14
"6994","CT",2014-10-14
"6995","CA",2014-10-14
"7524","NM",2014-10-14
"7525","PA",2014-10-14
"7526","CO",2014-10-14
"6007","CA",2014-10-15
"6008","AZ",2014-10-15
"6009","OH",2014-10-15
"6010","OH",2014-10-15
"6011","FL",2014-10-15
"6012","TX",2014-10-15
"6532","AZ",2014-10-15
"6533","WA",2014-10-15
"7477","SC",2014-10-15
"5990","CO",2014-10-16
"5991","LA",2014-10-16
"5992","KS",2014-10-16
"5993","FL",2014-10-16
"5994","FL",2014-10-16
"5995","WI",2014-10-16
"5996","CA",2014-10-16
"5997","NC",2014-10-16
"5998","LA",2014-10-16
"5999","AZ",2014-10-16
"6000","GA",2014-10-16
"6001","ME",2014-10-16
"6002","WA",2014-10-16
"6003","TN",2014-10-16
"6004","MN",2014-10-16
"6005","MI",2014-10-16
"6006","OR",2014-10-16
"7476","CA",2014-10-16
"5973","ME",2014-10-17
"5974","PA",2014-10-17
"5975","PA",2014-10-17
"5976","TX",2014-10-17
"5977","MS",2014-10-17
"5978","TN",2014-10-17
"5979","CO",2014-10-17
"5980","NH",2014-10-17
"5981","FL",2014-10-17
"5982","NH",2014-10-17
"5983","NH",2014-10-17
"5984","MO",2014-10-17
"5985","VA",2014-10-17
"5986","GA",2014-10-17
"5987","TX",2014-10-17
"5988","NJ",2014-10-17
"5989","NJ",2014-10-17
"6529","CA",2014-10-17
"6530","IN",2014-10-17
"6531","WV",2014-10-17
"7474","FL",2014-10-17
"7475","NV",2014-10-17
"5960","IA",2014-10-18
"5961","WA",2014-10-18
"5962","NM",2014-10-18
"5963","IL",2014-10-18
"5964","WY",2014-10-18
"5965","NV",2014-10-18
"5966","SC",2014-10-18
"5967","OK",2014-10-18
"5968","MA",2014-10-18
"5969","SC",2014-10-18
"5970","CO",2014-10-18
"5971","VA",2014-10-18
"5972","FL",2014-10-18
"6524","IL",2014-10-18
"6525","TX",2014-10-18
"6526","TN",2014-10-18
"6527","ID",2014-10-18
"6528","KY",2014-10-18
"7468","AZ",2014-10-18
"7469","FL",2014-10-18
"7470","ID",2014-10-18
"7471","IL",2014-10-18
"7472","OR",2014-10-18
"7473","AL",2014-10-18
"5951","FL",2014-10-19
"5952","MA",2014-10-19
"5953","CA",2014-10-19
"5954","AZ",2014-10-19
"5955","NJ",2014-10-19
"5956","FL",2014-10-19
"5957","ID",2014-10-19
"5958","FL",2014-10-19
"5959","MI",2014-10-19
"6515","FL",2014-10-19
"6516","MN",2014-10-19
"6517","CA",2014-10-19
"6518","OH",2014-10-19
"6519","LA",2014-10-19
"6520","OH",2014-10-19
"6521","OR",2014-10-19
"6522","WA",2014-10-19
"6523","AZ",2014-10-19
"5950","TN",2014-10-20
"6509","OH",2014-10-20
"6510","SC",2014-10-20
"6511","AZ",2014-10-20
"6512","GA",2014-10-20
"6513","CA",2014-10-20
"6514","WA",2014-10-20
"7467","OR",2014-10-20
"5946","SC",2014-10-21
"5947","FL",2014-10-21
"5948","NY",2014-10-21
"5949","IA",2014-10-21
"6507","IA",2014-10-21
"6508","MO",2014-10-21
"7462","IA",2014-10-21
"7463","PA",2014-10-21
"7464","GA",2014-10-21
"7465","WA",2014-10-21
"7466","CO",2014-10-21
"5942","SC",2014-10-22
"5943","NC",2014-10-22
"5944","SC",2014-10-22
"5945","MS",2014-10-22
"6502","SC",2014-10-22
"6503","AK",2014-10-22
"6504","AL",2014-10-22
"6505","AZ",2014-10-22
"6506","CA",2014-10-22
"7459","OH",2014-10-22
"7460","NV",2014-10-22
"7461","IN",2014-10-22
"5936","CA",2014-10-23
"5937","TX",2014-10-23
"5938","OH",2014-10-23
"5939","AZ",2014-10-23
"5940","CA",2014-10-23
"5941","NY",2014-10-23
"6496","MI",2014-10-23
"6497","AZ",2014-10-23
"6498","WA",2014-10-23
"6499","AZ",2014-10-23
"6500","FL",2014-10-23
"6501","CO",2014-10-23
"7453","VA",2014-10-23
"7454","OH",2014-10-23
"7455","OH",2014-10-23
"7456","MS",2014-10-23
"7457","NC",2014-10-23
"7458","PA",2014-10-23
"5933","ME",2014-10-24
"5934","NY",2014-10-24
"5935","MD",2014-10-24
"6485","OH",2014-10-24
"6486","OK",2014-10-24
"6487","OK",2014-10-24
"6488","NC",2014-10-24
"6489","AZ",2014-10-24
"6490","NJ",2014-10-24
"6491","VA",2014-10-24
"6492","OH",2014-10-24
"6493","KS",2014-10-24
"6494","TX",2014-10-24
"6495","MD",2014-10-24
"7451","PA",2014-10-24
"7452","WV",2014-10-24
"5921","DE",2014-10-25
"5922","NE",2014-10-25
"5923","IN",2014-10-25
"5924","CA",2014-10-25
"5925","ME",2014-10-25
"5926","IL",2014-10-25
"5927","OK",2014-10-25
"5928","MO",2014-10-25
"5929","GA",2014-10-25
"5930","IL",2014-10-25
"5931","IL",2014-10-25
"5932","WA",2014-10-25
"6484","MT",2014-10-25
"7437","IL",2014-10-25
"7438","CT",2014-10-25
"7439","FL",2014-10-25
"7440","MA",2014-10-25
"7441","NJ",2014-10-25
"7442","MO",2014-10-25
"7443","CA",2014-10-25
"7444","IL",2014-10-25
"7445","MD",2014-10-25
"7446","IN",2014-10-25
"7447","FL",2014-10-25
"7448","CA",2014-10-25
"7449","FL",2014-10-25
"7450","CA",2014-10-25
"5919","WV",2014-10-26
"5920","KS",2014-10-26
"6473","NJ",2014-10-26
"6474","MA",2014-10-26
"6475","NC",2014-10-26
"6476","NM",2014-10-26
"6477","CA",2014-10-26
"6478","TN",2014-10-26
"6479","VA",2014-10-26
"6480","PA",2014-10-26
"6481","WI",2014-10-26
"6482","IL",2014-10-26
"6483","OR",2014-10-26
"7388","PA",2014-10-26
"5907","NJ",2014-10-27
"5908","KY",2014-10-27
"5909","FL",2014-10-27
"5910","NM",2014-10-27
"5911","NM",2014-10-27
"5912","MD",2014-10-27
"5913","NJ",2014-10-27
"5914","AZ",2014-10-27
"5915","AZ",2014-10-27
"5916","CO",2014-10-27
"5917","NY",2014-10-27
"5918","TX",2014-10-27
"6471","NC",2014-10-27
"6472","TX",2014-10-27
"7387","NV",2014-10-27
"5904","IN",2014-10-28
"5905","SC",2014-10-28
"5906","AZ",2014-10-28
"6465","PA",2014-10-28
"6466","IA",2014-10-28
"6467","NM",2014-10-28
"6468","AZ",2014-10-28
"6469","OR",2014-10-28
"6470","TX",2014-10-28
"7383","NM",2014-10-28
"7384","NC",2014-10-28
"7385","MD",2014-10-28
"7386","NM",2014-10-28
"5903","KY",2014-10-29
"6462","AZ",2014-10-29
"6463","MI",2014-10-29
"6464","TX",2014-10-29
"7379","CA",2014-10-29
"7380","TN",2014-10-29
"7381","MS",2014-10-29
"7382","CA",2014-10-29
"6451","CA",2014-10-30
"6452","HI",2014-10-30
"6453","OR",2014-10-30
"6454","NH",2014-10-30
"6455","ME",2014-10-30
"6456","NH",2014-10-30
"6457","FL",2014-10-30
"6458","NH",2014-10-30
"6459","VT",2014-10-30
"6460","FL",2014-10-30
"6461","NY",2014-10-30
"5902","CT",2014-10-31
"6434","SC",2014-10-31
"6435","TX",2014-10-31
"6436","IN",2014-10-31
"6437","GA",2014-10-31
"6438","OK",2014-10-31
"6439","TN",2014-10-31
"6440","FL",2014-10-31
"6441","MD",2014-10-31
"6442","CA",2014-10-31
"6443","HI",2014-10-31
"6444","OR",2014-10-31
"6445","IL",2014-10-31
"6446","GA",2014-10-31
"6447","GA",2014-10-31
"6448","NY",2014-10-31
"6449","CO",2014-10-31
"6450","FL",2014-10-31
"7378","CO",2014-10-31
"6142","AR",2014-11-01
"6696","TX",2014-11-01
"6697","FL",2014-11-01
"7128","FL",2014-11-01
"7129","OH",2014-11-01
"7130","WY",2014-11-01
"7131","IL",2014-11-01
"7132","IL",2014-11-01
"7133","KY",2014-11-01
"7134","WI",2014-11-01
"7718","TX",2014-11-01
"7118","NC",2014-11-02
"7119","WI",2014-11-02
"7120","WA",2014-11-02
"7121","OH",2014-11-02
"7122","KS",2014-11-02
"7123","CT",2014-11-02
"7124","KY",2014-11-02
"7125","MN",2014-11-02
"7126","PA",2014-11-02
"7127","CA",2014-11-02
"6140","MA",2014-11-03
"6141","NC",2014-11-03
"6689","FL",2014-11-03
"6690","PA",2014-11-03
"6691","AZ",2014-11-03
"6692","NC",2014-11-03
"6693","GA",2014-11-03
"6694","IN",2014-11-03
"6695","MS",2014-11-03
"7116","WV",2014-11-03
"7117","GA",2014-11-03
"7717","CA",2014-11-03
"6133","CO",2014-11-04
"6134","IA",2014-11-04
"6135","NY",2014-11-04
"6136","CA",2014-11-04
"6137","GA",2014-11-04
"6138","CA",2014-11-04
"6139","FL",2014-11-04
"6119","ND",2014-11-05
"6120","MI",2014-11-05
"6121","MA",2014-11-05
"6122","FL",2014-11-05
"6123","NY",2014-11-05
"6124","AZ",2014-11-05
"6125","CA",2014-11-05
"6126","ND",2014-11-05
"6127","VA",2014-11-05
"6128","CA",2014-11-05
"6129","AZ",2014-11-05
"6130","IL",2014-11-05
"6131","MA",2014-11-05
"6132","LA",2014-11-05
"6111","CA",2014-11-06
"6112","WI",2014-11-06
"6113","NV",2014-11-06
"6114","OK",2014-11-06
"6115","GA",2014-11-06
"6116","AZ",2014-11-06
"6117","LA",2014-11-06
"6118","NC",2014-11-06
"6103","NM",2014-11-07
"6104","NJ",2014-11-07
"6105","IL",2014-11-07
"6106","CO",2014-11-07
"6107","IN",2014-11-07
"6108","NC",2014-11-07
"6109","NC",2014-11-07
"6110","FL",2014-11-07
"6686","FL",2014-11-07
"6687","OH",2014-11-07
"6688","IL",2014-11-07
"7113","HI",2014-11-07
"7114","OR",2014-11-07
"7115","IL",2014-11-07
"7714","CA",2014-11-07
"7715","FL",2014-11-07
"7716","NM",2014-11-07
"6100","IA",2014-11-08
"6101","MA",2014-11-08
"6102","KY",2014-11-08
"6683","TX",2014-11-08
"6684","NC",2014-11-08
"6685","TX",2014-11-08
"7109","FL",2014-11-08
"7110","TX",2014-11-08
"7111","MA",2014-11-08
"7112","MA",2014-11-08
"7711","LA",2014-11-08
"7712","CA",2014-11-08
"7713","NE",2014-11-08
"6099","NJ",2014-11-09
"6681","TX",2014-11-09
"6682","MD",2014-11-09
"7108","MO",2014-11-09
"7709","FL",2014-11-09
"7710","NV",2014-11-09
"6096","SC",2014-11-10
"6097","NY",2014-11-10
"6098","CT",2014-11-10
"6678","OR",2014-11-10
"6679","PA",2014-11-10
"6680","KS",2014-11-10
"7103","CA",2014-11-10
"7104","TN",2014-11-10
"7105","MO",2014-11-10
"7106","NH",2014-11-10
"7107","NV",2014-11-10
"7706","PA",2014-11-10
"7707","NC",2014-11-10
"7708","CA",2014-11-10
"6094","NC",2014-11-11
"6095","NM",2014-11-11
"6675","FL",2014-11-11
"6676","NH",2014-11-11
"6677","FL",2014-11-11
"7100","FL",2014-11-11
"7101","PA",2014-11-11
"7102","AZ",2014-11-11
"7704","TX",2014-11-11
"7705","VT",2014-11-11
"6093","NC",2014-11-12
"6672","SC",2014-11-12
"6673","PA",2014-11-12
"6674","VA",2014-11-12
"7098","WA",2014-11-12
"7099","NE",2014-11-12
"7701","KY",2014-11-12
"7702","NJ",2014-11-12
"7703","NH",2014-11-12
"6091","AZ",2014-11-13
"6092","SD",2014-11-13
"6670","CA",2014-11-13
"6671","CA",2014-11-13
"7096","CA",2014-11-13
"7097","AL",2014-11-13
"7700","OH",2014-11-13
"6089","ME",2014-11-14
"6090","HI",2014-11-14
"6667","WA",2014-11-14
"6668","CA",2014-11-14
"6669","AR",2014-11-14
"7094","MA",2014-11-14
"7095","AZ",2014-11-14
"7652","WI",2014-11-14
"7697","PA",2014-11-14
"7698","MN",2014-11-14
"7699","ID",2014-11-14
"6085","CT",2014-11-15
"6086","TX",2014-11-15
"6087","VA",2014-11-15
"6088","IN",2014-11-15
"6665","AZ",2014-11-15
"6666","MA",2014-11-15
"7085","MS",2014-11-15
"7086","CA",2014-11-15
"7087","TX",2014-11-15
"7088","MA",2014-11-15
"7089","NY",2014-11-15
"7090","AZ",2014-11-15
"7091","MA",2014-11-15
"7092","GA",2014-11-15
"7093","PA",2014-11-15
"7649","MA",2014-11-15
"7650","NY",2014-11-15
"7651","FL",2014-11-15
"6082","TX",2014-11-16
"6083","CA",2014-11-16
"6084","NY",2014-11-16
"6663","RI",2014-11-16
"6664","OH",2014-11-16
"7082","KS",2014-11-16
"7083","IL",2014-11-16
"7084","AZ",2014-11-16
"7648","WA",2014-11-16
"6080","NE",2014-11-17
"6081","TN",2014-11-17
"6661","TN",2014-11-17
"6662","WA",2014-11-17
"7080","FL",2014-11-17
"7081","OH",2014-11-17
"7646","WI",2014-11-17
"7647","MI",2014-11-17
"6079","AR",2014-11-18
"6658","TX",2014-11-18
"6659","AL",2014-11-18
"6660","IN",2014-11-18
"7074","CA",2014-11-18
"7075","VA",2014-11-18
"7076","SC",2014-11-18
"7077","WA",2014-11-18
"7078","VA",2014-11-18
"7079","KY",2014-11-18
"7645","GA",2014-11-18
"6078","MS",2014-11-19
"6656","SC",2014-11-19
"6657","NV",2014-11-19
"7069","FL",2014-11-19
"7070","LA",2014-11-19
"7071","CA",2014-11-19
"7072","OK",2014-11-19
"7073","AL",2014-11-19
"7643","CA",2014-11-19
"7644","PA",2014-11-19
"6074","GA",2014-11-20
"6075","FL",2014-11-20
"6076","CT",2014-11-20
"6077","IL",2014-11-20
"6653","OK",2014-11-20
"6654","WA",2014-11-20
"6655","SC",2014-11-20
"7064","LA",2014-11-20
"7065","TN",2014-11-20
"7066","CA",2014-11-20
"7067","WI",2014-11-20
"7068","KS",2014-11-20
"7640","MI",2014-11-20
"7641","AL",2014-11-20
"7642","HI",2014-11-20
"6073","IL",2014-11-21
"6650","OH",2014-11-21
"6651","CA",2014-11-21
"6652","DE",2014-11-21
"7063","IL",2014-11-21
"7638","MD",2014-11-21
"7639","CT",2014-11-21
"6070","SC",2014-11-22
"6071","TN",2014-11-22
"6072","TN",2014-11-22
"6646","NH",2014-11-22
"6647","CA",2014-11-22
"6648","MI",2014-11-22
"6649","MD",2014-11-22
"7060","WI",2014-11-22
"7061","NC",2014-11-22
"7062","FL",2014-11-22
"7635","CA",2014-11-22
"7636","TN",2014-11-22
"7637","FL",2014-11-22
"6068","CA",2014-11-23
"6069","CO",2014-11-23
"6645","PA",2014-11-23
"7053","NY",2014-11-23
"7054","IL",2014-11-23
"7055","OR",2014-11-23
"7056","MD",2014-11-23
"7057","FL",2014-11-23
"7058","FL",2014-11-23
"7059","CA",2014-11-23
"7634","NH",2014-11-23
"6066","MI",2014-11-24
"6067","CA",2014-11-24
"6643","DE",2014-11-24
"6644","CA",2014-11-24
"7051","PA",2014-11-24
"7052","NC",2014-11-24
"7633","OH",2014-11-24
"6065","MA",2014-11-25
"6639","TX",2014-11-25
"6640","WA",2014-11-25
"6641","OK",2014-11-25
"6642","FL",2014-11-25
"7049","FL",2014-11-25
"7050","WV",2014-11-25
"7630","FL",2014-11-25
"7631","VT",2014-11-25
"7632","AR",2014-11-25
"6062","SC",2014-11-26
"6063","CO",2014-11-26
"6064","CA",2014-11-26
"6637","NM",2014-11-26
"6638","NC",2014-11-26
"7047","FL",2014-11-26
"7048","MT",2014-11-26
"7626","MD",2014-11-26
"7627","FL",2014-11-26
"7628","TX",2014-11-26
"7629","TX",2014-11-26
"6058","CA",2014-11-27
"6059","FL",2014-11-27
"6060","IL",2014-11-27
"6061","CA",2014-11-27
"6633","PA",2014-11-27
"6634","GA",2014-11-27
"6635","PA",2014-11-27
"6636","VA",2014-11-27
"7045","CA",2014-11-27
"7046","FL",2014-11-27
"7625","FL",2014-11-27
"6057","CO",2014-11-28
"6632","WA",2014-11-28
"7043","NC",2014-11-28
"7044","OR",2014-11-28
"6054","NY",2014-11-29
"6055","MA",2014-11-29
"6056","WI",2014-11-29
"6630","UT",2014-11-29
"6631","RI",2014-11-29
"7041","FL",2014-11-29
"7042","FL",2014-11-29
"7621","FL",2014-11-29
"7622","MD",2014-11-29
"7623","FL",2014-11-29
"7624","RI",2014-11-29
"6049","AZ",2014-11-30
"6050","MS",2014-11-30
"6051","MI",2014-11-30
"6052","TN",2014-11-30
"6053","CA",2014-11-30
"6627","UT",2014-11-30
"6628","WI",2014-11-30
"6629","FL",2014-11-30
"7037","PA",2014-11-30
"7038","TN",2014-11-30
"7039","CA",2014-11-30
"7040","NC",2014-11-30
"7918","IL",2014-12-01
"7919","PA",2014-12-01
"7920","AZ",2014-12-01
"7921","WI",2014-12-01
"7922","NC",2014-12-01
"7923","MA",2014-12-01
"7924","VA",2014-12-01
"7925","FL",2014-12-01
"7926","MN",2014-12-01
"7914","WA",2014-12-02
"7915","CO",2014-12-02
"7916","AZ",2014-12-02
"7917","PA",2014-12-02
"7898","NC",2014-12-03
"7899","NY",2014-12-03
"7900","OR",2014-12-03
"7901","NC",2014-12-03
"7902","GA",2014-12-03
"7903","VA",2014-12-03
"7904","MD",2014-12-03
"7905","PA",2014-12-03
"7906","IN",2014-12-03
"7907","IN",2014-12-03
"7908","IL",2014-12-03
"7909","MO",2014-12-03
"7910","WI",2014-12-03
"7911","IA",2014-12-03
"7912","OK",2014-12-03
"7913","FL",2014-12-03
"7893","VT",2014-12-04
"7894","AL",2014-12-04
"7895","CA",2014-12-04
"7896","NV",2014-12-04
"7897","FL",2014-12-04
"7889","WI",2014-12-05
"7890","MA",2014-12-05
"7891","UT",2014-12-05
"7892","IL",2014-12-05
"7843","MI",2014-12-06
"7844","WI",2014-12-06
"7883","NY",2014-12-06
"7884","UT",2014-12-06
"7885","AZ",2014-12-06
"7886","KY",2014-12-06
"7887","AK",2014-12-06
"7888","AZ",2014-12-06
"7834","CA",2014-12-07
"7835","TN",2014-12-07
"7836","CO",2014-12-07
"7837","CA",2014-12-07
"7838","OK",2014-12-07
"7839","CA",2014-12-07
"7840","TX",2014-12-07
"7841","IL",2014-12-07
"7842","CA",2014-12-07
"7826","MO",2014-12-08
"7827","CO",2014-12-08
"7828","TN",2014-12-08
"7829","PA",2014-12-08
"7830","AZ",2014-12-08
"7831","NY",2014-12-08
"7832","AL",2014-12-08
"7833","MA",2014-12-08
"6220","CA",2014-12-09
"6221","LA",2014-12-09
"6222","CO",2014-12-09
"6223","WI",2014-12-09
"6224","VA",2014-12-09
"7825","ID",2014-12-09
"6212","MI",2014-12-10
"6213","CO",2014-12-10
"6214","NM",2014-12-10
"6215","CA",2014-12-10
"6216","CO",2014-12-10
"6217","PA",2014-12-10
"6218","MS",2014-12-10
"6219","GA",2014-12-10
"6768","AZ",2014-12-10
"7218","AZ",2014-12-10
"7219","CA",2014-12-10
"7823","AZ",2014-12-10
"7824","NC",2014-12-10
"6207","OR",2014-12-11
"6208","NC",2014-12-11
"6209","NC",2014-12-11
"6210","PA",2014-12-11
"6211","CO",2014-12-11
"6766","WI",2014-12-11
"6767","NJ",2014-12-11
"7821","AL",2014-12-11
"7822","NY",2014-12-11
"6203","FL",2014-12-12
"6204","CA",2014-12-12
"6205","TX",2014-12-12
"6206","OH",2014-12-12
"6763","OR",2014-12-12
"6764","RI",2014-12-12
"6765","LA",2014-12-12
"7214","WA",2014-12-12
"7215","HI",2014-12-12
"7216","CA",2014-12-12
"7217","CA",2014-12-12
"7819","PA",2014-12-12
"7820","IN",2014-12-12
"6201","TX",2014-12-13
"6202","PA",2014-12-13
"6752","FL",2014-12-13
"6753","MS",2014-12-13
"6754","NY",2014-12-13
"6755","CO",2014-12-13
"6756","FL",2014-12-13
"6757","FL",2014-12-13
"6758","MD",2014-12-13
"6759","NC",2014-12-13
"6760","NV",2014-12-13
"6761","CA",2014-12-13
"6762","GA",2014-12-13
"7818","FL",2014-12-13
"6191","GA",2014-12-14
"6192","FL",2014-12-14
"6193","VA",2014-12-14
"6194","VA",2014-12-14
"6195","GA",2014-12-14
"6196","SC",2014-12-14
"6197","PA",2014-12-14
"6198","CT",2014-12-14
"6199","RI",2014-12-14
"6200","SC",2014-12-14
"6751","WA",2014-12-14
"7213","MA",2014-12-14
"7817","GA",2014-12-14
"6189","SC",2014-12-15
"6190","WA",2014-12-15
"6748","VA",2014-12-15
"6749","TN",2014-12-15
"6750","CO",2014-12-15
"7211","TX",2014-12-15
"7212","MA",2014-12-15
"7815","FL",2014-12-15
"7816","NC",2014-12-15
"6742","FL",2014-12-16
"6743","SC",2014-12-16
"6744","MO",2014-12-16
"6745","SC",2014-12-16
"6746","OK",2014-12-16
"6747","TX",2014-12-16
"6737","MS",2014-12-17
"6738","GA",2014-12-17
"6739","FL",2014-12-17
"6740","VA",2014-12-17
"6741","CA",2014-12-17
"7169","NY",2014-12-17
"6187","NY",2014-12-18
"6188","IA",2014-12-18
"6735","MI",2014-12-18
"6736","OR",2014-12-18
"7814","CA",2014-12-18
"6186","FL",2014-12-19
"6734","MA",2014-12-19
"7813","MS",2014-12-19
"6185","MN",2014-12-20
"6732","CA",2014-12-20
"6733","CA",2014-12-20
"7167","NY",2014-12-20
"7168","FL",2014-12-20
"7810","UT",2014-12-20
"7811","NH",2014-12-20
"7812","OH",2014-12-20
"6182","CO",2014-12-21
"6183","NJ",2014-12-21
"6184","CT",2014-12-21
"6729","WA",2014-12-21
"6730","NM",2014-12-21
"6731","OH",2014-12-21
"7164","CA",2014-12-21
"7165","CA",2014-12-21
"7166","FL",2014-12-21
"7807","WA",2014-12-21
"7808","NM",2014-12-21
"7809","CA",2014-12-21
"6178","WI",2014-12-22
"6179","CA",2014-12-22
"6180","TN",2014-12-22
"6181","SC",2014-12-22
"6726","AZ",2014-12-22
"6727","WA",2014-12-22
"6728","CA",2014-12-22
"7162","CA",2014-12-22
"7163","TX",2014-12-22
"7805","ME",2014-12-22
"7806","OR",2014-12-22
"6177","IN",2014-12-23
"6723","PA",2014-12-23
"6724","NM",2014-12-23
"6725","NY",2014-12-23
"7161","CA",2014-12-23
"7802","MT",2014-12-23
"7803","OR",2014-12-23
"7804","OH",2014-12-23
"6173","TN",2014-12-24
"6174","LA",2014-12-24
"6175","AZ",2014-12-24
"6176","CA",2014-12-24
"6720","CA",2014-12-24
"6721","WA",2014-12-24
"6722","CA",2014-12-24
"7157","CA",2014-12-24
"7158","TX",2014-12-24
"7159","IN",2014-12-24
"7160","AK",2014-12-24
"7800","MD",2014-12-24
"7801","WA",2014-12-24
"6169","WA",2014-12-25
"6170","FL",2014-12-25
"6171","FL",2014-12-25
"6172","CA",2014-12-25
"6716","WA",2014-12-25
"6717","VA",2014-12-25
"6718","OR",2014-12-25
"6719","SC",2014-12-25
"7155","NY",2014-12-25
"7156","CA",2014-12-25
"7745","OH",2014-12-25
"7797","FL",2014-12-25
"7798","IA",2014-12-25
"7799","OR",2014-12-25
"6167","NY",2014-12-26
"6168","CA",2014-12-26
"6712","MT",2014-12-26
"6713","NC",2014-12-26
"6714","CA",2014-12-26
"6715","MA",2014-12-26
"7152","AZ",2014-12-26
"7153","AK",2014-12-26
"7154","NV",2014-12-26
"7742","AL",2014-12-26
"7743","CA",2014-12-26
"7744","CA",2014-12-26
"6164","NY",2014-12-27
"6165","PA",2014-12-27
"6166","TX",2014-12-27
"6711","NC",2014-12-27
"7145","NV",2014-12-27
"7146","NY",2014-12-27
"7147","VT",2014-12-27
"7148","NJ",2014-12-27
"7149","OH",2014-12-27
"7150","VT",2014-12-27
"7151","OR",2014-12-27
"7738","NC",2014-12-27
"7739","OH",2014-12-27
"7740","CO",2014-12-27
"7741","AZ",2014-12-27
"6161","NM",2014-12-28
"6162","WI",2014-12-28
"6163","ME",2014-12-28
"6709","FL",2014-12-28
"6710","FL",2014-12-28
"7141","MI",2014-12-28
"7142","FL",2014-12-28
"7143","IL",2014-12-28
"7144","WA",2014-12-28
"7736","CA",2014-12-28
"7737","UT",2014-12-28
"6156","CA",2014-12-29
"6157","CA",2014-12-29
"6158","CT",2014-12-29
"6159","CT",2014-12-29
"6160","PA",2014-12-29
"6704","OH",2014-12-29
"6705","PA",2014-12-29
"6706","NY",2014-12-29
"6707","CT",2014-12-29
"6708","SC",2014-12-29
"7137","CT",2014-12-29
"7138","FL",2014-12-29
"7139","NH",2014-12-29
"7140","MD",2014-12-29
"7734","CT",2014-12-29
"7735","NH",2014-12-29
"6154","CA",2014-12-30
"6155","CA",2014-12-30
"6703","PA",2014-12-30
"7136","UT",2014-12-30
"7732","WA",2014-12-30
"7733","NC",2014-12-30
"6143","UT",2014-12-31
"6144","VA",2014-12-31
"6145","NH",2014-12-31
"6146","UT",2014-12-31
"6147","NM",2014-12-31
"6148","CA",2014-12-31
"6149","NC",2014-12-31
"6150","CA",2014-12-31
"6151","OR",2014-12-31
"6152","ID",2014-12-31
"6153","TN",2014-12-31
"6698","HI",2014-12-31
"6699","MD",2014-12-31
"6700","WA",2014-12-31
"6701","GA",2014-12-31
"6702","HI",2014-12-31
"7135","FL",2014-12-31
"7719","GA",2014-12-31
"7720","WA",2014-12-31
"7721","MT",2014-12-31
"7722","FL",2014-12-31
"7723","FL",2014-12-31
"7724","WA",2014-12-31
"7725","WA",2014-12-31
"7726","UT",2014-12-31
"7727","UT",2014-12-31
"7728","FL",2014-12-31
"7729","NC",2014-12-31
"7730","OH",2014-12-31
"7731","PA",2014-12-31
"6828","FL",2015-01-01
"6829","WA",2015-01-01
"6830","CA",2015-01-01
"6831","CA",2015-01-01
"6832","FL",2015-01-01
"6833","CO",2015-01-01
"6834","ID",2015-01-01
"6835","FL",2015-01-01
"6836","HI",2015-01-01
"7402","CA",2015-01-01
"7403","WY",2015-01-01
"7404","HI",2015-01-01
"7405","CT",2015-01-01
"7406","FL",2015-01-01
"7407","FL",2015-01-01
"7408","NC",2015-01-01
"7409","FL",2015-01-01
"7410","ID",2015-01-01
"7411","VT",2015-01-01
"7412","FL",2015-01-01
"7413","NY",2015-01-01
"7414","CA",2015-01-01
"7415","TX",2015-01-01
"7416","LA",2015-01-01
"7417","WA",2015-01-01
"7418","IL",2015-01-01
"7419","CA",2015-01-01
"7420","OR",2015-01-01
"7421","MO",2015-01-01
"7422","CA",2015-01-01
"7423","OR",2015-01-01
"7424","CA",2015-01-01
"7425","OR",2015-01-01
"7426","VA",2015-01-01
"7427","TX",2015-01-01
"8068","SC",2015-01-01
"6817","GA",2015-01-02
"6818","WA",2015-01-02
"6819","ID",2015-01-02
"6820","WA",2015-01-02
"6821","CT",2015-01-02
"6822","FL",2015-01-02
"6823","NC",2015-01-02
"6824","CA",2015-01-02
"6825","RI",2015-01-02
"6826","MO",2015-01-02
"6827","NC",2015-01-02
"6809","CA",2015-01-03
"6810","VT",2015-01-03
"6811","TX",2015-01-03
"6812","IN",2015-01-03
"6813","FL",2015-01-03
"6814","CA",2015-01-03
"6815","TX",2015-01-03
"6816","AZ",2015-01-03
"7401","TX",2015-01-03
"6808","OR",2015-01-04
"7397","OH",2015-01-04
"7398","AZ",2015-01-04
"7399","KS",2015-01-04
"7400","TX",2015-01-04
"8020","OR",2015-01-04
"6803","NY",2015-01-05
"6804","AZ",2015-01-05
