"","state","mday","month","year","Date"
"35313","ME",1,1,2006,2006-01-01
"35314","NM",1,1,2006,2006-01-01
"35315","OK",1,1,2006,2006-01-01
"35316","CA",1,1,2006,2006-01-01
"35309","IL",2,1,2006,2006-01-02
"35310","FL",2,1,2006,2006-01-02
"35311","MI",2,1,2006,2006-01-02
"35312","VA",2,1,2006,2006-01-02
"35307","CO",3,1,2006,2006-01-03
"35308","CA",3,1,2006,2006-01-03
"35296","CA",4,1,2006,2006-01-04
"35297","CA",4,1,2006,2006-01-04
"35298","CA",4,1,2006,2006-01-04
"35299","FL",4,1,2006,2006-01-04
"35300","NC",4,1,2006,2006-01-04
"35301","AR",4,1,2006,2006-01-04
"35302","SC",4,1,2006,2006-01-04
"35303","PA",4,1,2006,2006-01-04
"35304","MT",4,1,2006,2006-01-04
"35305","GA",4,1,2006,2006-01-04
"35306","ND",4,1,2006,2006-01-04
"35293","CA",5,1,2006,2006-01-05
"35294","UT",5,1,2006,2006-01-05
"35295","CA",5,1,2006,2006-01-05
"35291","TX",6,1,2006,2006-01-06
"35292","TX",6,1,2006,2006-01-06
"35286","TX",7,1,2006,2006-01-07
"35287","NY",7,1,2006,2006-01-07
"35288","CT",7,1,2006,2006-01-07
"35289","NC",7,1,2006,2006-01-07
"35290","AZ",7,1,2006,2006-01-07
"35283","FL",8,1,2006,2006-01-08
"35284","TX",8,1,2006,2006-01-08
"35285","CO",8,1,2006,2006-01-08
"35282","CA",9,1,2006,2006-01-09
"35281","NY",10,1,2006,2006-01-10
"35279","WV",11,1,2006,2006-01-11
"35280","FL",11,1,2006,2006-01-11
"35274","PA",12,1,2006,2006-01-12
"35275","CO",12,1,2006,2006-01-12
"35276","MT",12,1,2006,2006-01-12
"35277","NJ",12,1,2006,2006-01-12
"35278","OK",12,1,2006,2006-01-12
"319","OK",13,1,2006,2006-01-13
"35270","OR",14,1,2006,2006-01-14
"35271","FL",14,1,2006,2006-01-14
"35272","NC",14,1,2006,2006-01-14
"35273","MN",14,1,2006,2006-01-14
"35264","FL",15,1,2006,2006-01-15
"35265","NY",15,1,2006,2006-01-15
"35266","AZ",15,1,2006,2006-01-15
"35267","MO",15,1,2006,2006-01-15
"35268","NY",15,1,2006,2006-01-15
"35269","IL",15,1,2006,2006-01-15
"35260","TX",16,1,2006,2006-01-16
"35261","ME",16,1,2006,2006-01-16
"35262","CT",16,1,2006,2006-01-16
"35263","ME",16,1,2006,2006-01-16
"35257","PA",17,1,2006,2006-01-17
"35258","CA",17,1,2006,2006-01-17
"35259","WA",17,1,2006,2006-01-17
"35254","MD",18,1,2006,2006-01-18
"35255","FL",18,1,2006,2006-01-18
"35256","LA",18,1,2006,2006-01-18
"35248","MO",19,1,2006,2006-01-19
"35249","PA",19,1,2006,2006-01-19
"35250","TX",19,1,2006,2006-01-19
"35251","IL",19,1,2006,2006-01-19
"35252","RI",19,1,2006,2006-01-19
"35253","NC",19,1,2006,2006-01-19
"35247","TX",20,1,2006,2006-01-20
"35246","CO",21,1,2006,2006-01-21
"35244","MI",22,1,2006,2006-01-22
"35245","VA",22,1,2006,2006-01-22
"35242","TX",23,1,2006,2006-01-23
"35243","VA",23,1,2006,2006-01-23
"35237","PA",24,1,2006,2006-01-24
"35238","MO",24,1,2006,2006-01-24
"35239","NC",24,1,2006,2006-01-24
"35240","CA",24,1,2006,2006-01-24
"35241","WA",24,1,2006,2006-01-24
"35234","IN",25,1,2006,2006-01-25
"35235","CA",25,1,2006,2006-01-25
"35236","IL",25,1,2006,2006-01-25
"35231","PA",26,1,2006,2006-01-26
"35232","IL",26,1,2006,2006-01-26
"35233","MI",26,1,2006,2006-01-26
"35228","CT",27,1,2006,2006-01-27
"35229","MA",27,1,2006,2006-01-27
"35230","TX",27,1,2006,2006-01-27
"35225","AL",28,1,2006,2006-01-28
"35226","CA",28,1,2006,2006-01-28
"35227","CA",28,1,2006,2006-01-28
"40857","KY",28,1,2006,2006-01-28
"35219","IN",29,1,2006,2006-01-29
"35220","PA",29,1,2006,2006-01-29
"35221","AZ",29,1,2006,2006-01-29
"35222","CA",29,1,2006,2006-01-29
"35223","VA",29,1,2006,2006-01-29
"35224","TX",29,1,2006,2006-01-29
"35216","AZ",30,1,2006,2006-01-30
"35217","FL",30,1,2006,2006-01-30
"35218","TX",30,1,2006,2006-01-30
"35215","SC",31,1,2006,2006-01-31
"35420","AL",1,2,2006,2006-02-01
"35421","CA",1,2,2006,2006-02-01
"35416","SC",2,2,2006,2006-02-02
"35417","CA",2,2,2006,2006-02-02
"35418","KY",2,2,2006,2006-02-02
"35419","IN",2,2,2006,2006-02-02
"35415","TX",3,2,2006,2006-02-03
"35413","NC",4,2,2006,2006-02-04
"35414","SD",4,2,2006,2006-02-04
"35411","CA",5,2,2006,2006-02-05
"35412","CA",5,2,2006,2006-02-05
"35403","FL",6,2,2006,2006-02-06
"35404","FL",6,2,2006,2006-02-06
"35405","AK",6,2,2006,2006-02-06
"35406","WA",6,2,2006,2006-02-06
"35407","NM",6,2,2006,2006-02-06
"35408","CA",6,2,2006,2006-02-06
"35409","OH",6,2,2006,2006-02-06
"35410","OR",6,2,2006,2006-02-06
"35401","IA",7,2,2006,2006-02-07
"35402","IL",7,2,2006,2006-02-07
"320","CA",8,2,2006,2006-02-08
"35395","FL",8,2,2006,2006-02-08
"35396","IA",8,2,2006,2006-02-08
"35397","TX",8,2,2006,2006-02-08
"35398","AZ",8,2,2006,2006-02-08
"35399","NY",8,2,2006,2006-02-08
"35400","WA",8,2,2006,2006-02-08
"35392","CA",9,2,2006,2006-02-09
"35393","ID",9,2,2006,2006-02-09
"35394","CA",9,2,2006,2006-02-09
"35387","NJ",10,2,2006,2006-02-10
"35388","PA",10,2,2006,2006-02-10
"35389","AL",10,2,2006,2006-02-10
"35390","NY",10,2,2006,2006-02-10
"35391","TN",10,2,2006,2006-02-10
"35384","MT",11,2,2006,2006-02-11
"35385","PA",11,2,2006,2006-02-11
"35386","AZ",11,2,2006,2006-02-11
"40858","MT",11,2,2006,2006-02-11
"35377","TN",13,2,2006,2006-02-13
"35378","CA",13,2,2006,2006-02-13
"35379","CA",13,2,2006,2006-02-13
"35380","IL",13,2,2006,2006-02-13
"35381","CO",13,2,2006,2006-02-13
"35382","CA",13,2,2006,2006-02-13
"35383","TX",13,2,2006,2006-02-13
"35372","NV",14,2,2006,2006-02-14
"35373","KS",14,2,2006,2006-02-14
"35374","KS",14,2,2006,2006-02-14
"35375","NY",14,2,2006,2006-02-14
"35376","OH",14,2,2006,2006-02-14
"35362","SC",15,2,2006,2006-02-15
"35363","KY",15,2,2006,2006-02-15
"35364","LA",15,2,2006,2006-02-15
"35365","CA",15,2,2006,2006-02-15
"35366","CA",15,2,2006,2006-02-15
"35367","CA",15,2,2006,2006-02-15
"35368","PA",15,2,2006,2006-02-15
"35369","AR",15,2,2006,2006-02-15
"35370","IN",15,2,2006,2006-02-15
"35371","CA",15,2,2006,2006-02-15
"35360","IL",16,2,2006,2006-02-16
"35361","LA",16,2,2006,2006-02-16
"35354","IL",17,2,2006,2006-02-17
"35355","FL",17,2,2006,2006-02-17
"35356","ME",17,2,2006,2006-02-17
"35357","TN",17,2,2006,2006-02-17
"35358","WA",17,2,2006,2006-02-17
"35359","CT",17,2,2006,2006-02-17
"35351","NC",18,2,2006,2006-02-18
"35352","VT",18,2,2006,2006-02-18
"35353","PA",18,2,2006,2006-02-18
"35348","NY",19,2,2006,2006-02-19
"35349","IL",19,2,2006,2006-02-19
"35350","CA",19,2,2006,2006-02-19
"35344","MI",20,2,2006,2006-02-20
"35345","MA",20,2,2006,2006-02-20
"35346","CA",20,2,2006,2006-02-20
"35347","NV",20,2,2006,2006-02-20
"35343","CO",21,2,2006,2006-02-21
"35341","NY",22,2,2006,2006-02-22
"35342","OR",22,2,2006,2006-02-22
"35335","NC",23,2,2006,2006-02-23
"35336","AZ",23,2,2006,2006-02-23
"35337","AZ",23,2,2006,2006-02-23
"35338","AR",23,2,2006,2006-02-23
"35339","LA",23,2,2006,2006-02-23
"35340","CA",23,2,2006,2006-02-23
"35330","CA",24,2,2006,2006-02-24
"35331","CO",24,2,2006,2006-02-24
"35332","CA",24,2,2006,2006-02-24
"35333","NM",24,2,2006,2006-02-24
"35334","TX",24,2,2006,2006-02-24
"35325","OH",25,2,2006,2006-02-25
"35326","CA",25,2,2006,2006-02-25
"35327","CA",25,2,2006,2006-02-25
"35328","KY",25,2,2006,2006-02-25
"35329","MO",25,2,2006,2006-02-25
"35321","NM",26,2,2006,2006-02-26
"35322","MS",26,2,2006,2006-02-26
"35323","TN",26,2,2006,2006-02-26
"35324","PA",26,2,2006,2006-02-26
"35320","TN",27,2,2006,2006-02-27
"35317","TX",28,2,2006,2006-02-28
"35318","NM",28,2,2006,2006-02-28
"35319","RI",28,2,2006,2006-02-28
"35453","MS",1,3,2006,2006-03-01
"35625","AZ",1,3,2006,2006-03-01
"35626","CA",1,3,2006,2006-03-01
"35627","NJ",1,3,2006,2006-03-01
"35628","TX",1,3,2006,2006-03-01
"35629","NY",1,3,2006,2006-03-01
"35630","IN",1,3,2006,2006-03-01
"35631","OR",1,3,2006,2006-03-01
"36905","TN",1,3,2006,2006-03-01
"37720","CA",1,3,2006,2006-03-01
"36902","NY",2,3,2006,2006-03-02
"36903","OR",2,3,2006,2006-03-02
"36904","FL",2,3,2006,2006-03-02
"35452","MO",3,3,2006,2006-03-03
"35624","OH",3,3,2006,2006-03-03
"36899","TN",3,3,2006,2006-03-03
"36900","AR",3,3,2006,2006-03-03
"36901","MI",3,3,2006,2006-03-03
"37719","MS",3,3,2006,2006-03-03
"35448","ID",4,3,2006,2006-03-04
"35449","MI",4,3,2006,2006-03-04
"35450","KY",4,3,2006,2006-03-04
"35451","NV",4,3,2006,2006-03-04
"35620","CA",4,3,2006,2006-03-04
"35621","FL",4,3,2006,2006-03-04
"35622","NC",4,3,2006,2006-03-04
"35623","MI",4,3,2006,2006-03-04
"37718","CA",4,3,2006,2006-03-04
"35447","CA",5,3,2006,2006-03-05
"35443","MO",6,3,2006,2006-03-06
"35444","TN",6,3,2006,2006-03-06
"35445","MO",6,3,2006,2006-03-06
"35446","FL",6,3,2006,2006-03-06
"36898","CA",6,3,2006,2006-03-06
"36897","NY",7,3,2006,2006-03-07
"37717","OH",7,3,2006,2006-03-07
"36890","WA",8,3,2006,2006-03-08
"36891","NY",8,3,2006,2006-03-08
"36892","NJ",8,3,2006,2006-03-08
"36893","OH",8,3,2006,2006-03-08
"36894","FL",8,3,2006,2006-03-08
"36895","IL",8,3,2006,2006-03-08
"36896","WI",8,3,2006,2006-03-08
"36889","MI",9,3,2006,2006-03-09
"353","CA",10,3,2006,2006-03-10
"36885","MO",10,3,2006,2006-03-10
"36886","CA",10,3,2006,2006-03-10
"36887","FL",10,3,2006,2006-03-10
"36888","TX",10,3,2006,2006-03-10
"40939","OK",10,3,2006,2006-03-10
"352","WV",11,3,2006,2006-03-11
"36875","NJ",11,3,2006,2006-03-11
"36876","FL",11,3,2006,2006-03-11
"36877","MA",11,3,2006,2006-03-11
"36878","CA",11,3,2006,2006-03-11
"36879","MI",11,3,2006,2006-03-11
"36880","CA",11,3,2006,2006-03-11
"36881","NC",11,3,2006,2006-03-11
"36882","CA",11,3,2006,2006-03-11
"36883","TX",11,3,2006,2006-03-11
"36884","CA",11,3,2006,2006-03-11
"40938","CA",11,3,2006,2006-03-11
"35617","FL",12,3,2006,2006-03-12
"35618","ME",12,3,2006,2006-03-12
"35619","CA",12,3,2006,2006-03-12
"36874","AZ",12,3,2006,2006-03-12
"37716","CA",12,3,2006,2006-03-12
"35609","LA",13,3,2006,2006-03-13
"35610","MN",13,3,2006,2006-03-13
"35611","NJ",13,3,2006,2006-03-13
"35612","WA",13,3,2006,2006-03-13
"35613","KS",13,3,2006,2006-03-13
"35614","CA",13,3,2006,2006-03-13
"35615","FL",13,3,2006,2006-03-13
"35616","CA",13,3,2006,2006-03-13
"37715","GA",13,3,2006,2006-03-13
"358","MO",14,3,2006,2006-03-14
"37709","NY",14,3,2006,2006-03-14
"37710","WA",14,3,2006,2006-03-14
"37711","CO",14,3,2006,2006-03-14
"37712","TX",14,3,2006,2006-03-14
"37713","CA",14,3,2006,2006-03-14
"37714","GA",14,3,2006,2006-03-14
"357","OR",15,3,2006,2006-03-15
"37695","KS",15,3,2006,2006-03-15
"37696","OH",15,3,2006,2006-03-15
"37697","MI",15,3,2006,2006-03-15
"37698","VA",15,3,2006,2006-03-15
"37699","IL",15,3,2006,2006-03-15
"37700","CT",15,3,2006,2006-03-15
"37701","IL",15,3,2006,2006-03-15
"37702","WA",15,3,2006,2006-03-15
"37703","NJ",15,3,2006,2006-03-15
"37704","CA",15,3,2006,2006-03-15
"37705","AZ",15,3,2006,2006-03-15
"37706","MI",15,3,2006,2006-03-15
"37707","NC",15,3,2006,2006-03-15
"37708","NJ",15,3,2006,2006-03-15
"37688","FL",16,3,2006,2006-03-16
"37689","CA",16,3,2006,2006-03-16
"37690","VA",16,3,2006,2006-03-16
"37691","TX",16,3,2006,2006-03-16
"37692","MA",16,3,2006,2006-03-16
"37693","AZ",16,3,2006,2006-03-16
"37694","CA",16,3,2006,2006-03-16
"37685","VA",17,3,2006,2006-03-17
"37686","NY",17,3,2006,2006-03-17
"37687","ID",17,3,2006,2006-03-17
"37680","CA",18,3,2006,2006-03-18
"37681","SC",18,3,2006,2006-03-18
"37682","NJ",18,3,2006,2006-03-18
"37683","FL",18,3,2006,2006-03-18
"37684","PA",18,3,2006,2006-03-18
"37674","VA",19,3,2006,2006-03-19
"37675","WA",19,3,2006,2006-03-19
"37676","WA",19,3,2006,2006-03-19
"37677","FL",19,3,2006,2006-03-19
"37678","FL",19,3,2006,2006-03-19
"37679","KY",19,3,2006,2006-03-19
"37673","CA",20,3,2006,2006-03-20
"356","IN",21,3,2006,2006-03-21
"37669","WA",21,3,2006,2006-03-21
"37670","CA",21,3,2006,2006-03-21
"37671","AZ",21,3,2006,2006-03-21
"37672","AK",21,3,2006,2006-03-21
"37664","IN",22,3,2006,2006-03-22
"37665","NE",22,3,2006,2006-03-22
"37666","NV",22,3,2006,2006-03-22
"37667","NH",22,3,2006,2006-03-22
"37668","TX",22,3,2006,2006-03-22
"37656","AZ",23,3,2006,2006-03-23
"37657","VA",23,3,2006,2006-03-23
"37658","CA",23,3,2006,2006-03-23
"37659","MO",23,3,2006,2006-03-23
"37660","NV",23,3,2006,2006-03-23
"37661","CA",23,3,2006,2006-03-23
"37662","PA",23,3,2006,2006-03-23
"37663","TX",23,3,2006,2006-03-23
"37655","TX",24,3,2006,2006-03-24
"35440","WI",25,3,2006,2006-03-25
"35441","NY",25,3,2006,2006-03-25
"35442","MA",25,3,2006,2006-03-25
"37653","NC",25,3,2006,2006-03-25
"37654","CA",25,3,2006,2006-03-25
"35436","CA",26,3,2006,2006-03-26
"35437","MN",26,3,2006,2006-03-26
"35438","FL",26,3,2006,2006-03-26
"35439","KY",26,3,2006,2006-03-26
"35431","NJ",28,3,2006,2006-03-28
"35432","MA",28,3,2006,2006-03-28
"35433","ME",28,3,2006,2006-03-28
"35434","CA",28,3,2006,2006-03-28
"35435","ME",28,3,2006,2006-03-28
"35428","IN",29,3,2006,2006-03-29
"35429","MS",29,3,2006,2006-03-29
"35430","CT",29,3,2006,2006-03-29
"35425","IN",30,3,2006,2006-03-30
"35426","MA",30,3,2006,2006-03-30
"35427","FL",30,3,2006,2006-03-30
"321","NE",31,3,2006,2006-03-31
"322","IN",31,3,2006,2006-03-31
"35422","CA",31,3,2006,2006-03-31
"35423","OK",31,3,2006,2006-03-31
"35424","WA",31,3,2006,2006-03-31
"327","FL",1,4,2006,2006-04-01
"35591","IL",1,4,2006,2006-04-01
"35592","MO",1,4,2006,2006-04-01
"35593","IL",1,4,2006,2006-04-01
"35594","CO",1,4,2006,2006-04-01
"35595","OK",1,4,2006,2006-04-01
"35596","ME",1,4,2006,2006-04-01
"35597","MA",1,4,2006,2006-04-01
"35586","CT",2,4,2006,2006-04-02
"35587","NY",2,4,2006,2006-04-02
"35588","TX",2,4,2006,2006-04-02
"35589","NJ",2,4,2006,2006-04-02
"35590","FL",2,4,2006,2006-04-02
"35581","OR",3,4,2006,2006-04-03
"35582","OR",3,4,2006,2006-04-03
"35583","WA",3,4,2006,2006-04-03
"35584","TX",3,4,2006,2006-04-03
"35585","NC",3,4,2006,2006-04-03
"35577","IL",4,4,2006,2006-04-04
"35578","OH",4,4,2006,2006-04-04
"35579","CO",4,4,2006,2006-04-04
"35580","CA",4,4,2006,2006-04-04
"326","PA",5,4,2006,2006-04-05
"35568","OK",5,4,2006,2006-04-05
"35569","TX",5,4,2006,2006-04-05
"35570","WA",5,4,2006,2006-04-05
"35571","WA",5,4,2006,2006-04-05
"35572","FL",5,4,2006,2006-04-05
"35573","IL",5,4,2006,2006-04-05
"35574","WA",5,4,2006,2006-04-05
"35575","CA",5,4,2006,2006-04-05
"35576","CA",5,4,2006,2006-04-05
"35564","KS",6,4,2006,2006-04-06
"35565","TX",6,4,2006,2006-04-06
"35566","AZ",6,4,2006,2006-04-06
"35567","WA",6,4,2006,2006-04-06
"35558","NE",7,4,2006,2006-04-07
"35559","CA",7,4,2006,2006-04-07
"35560","TN",7,4,2006,2006-04-07
"35561","CA",7,4,2006,2006-04-07
"35562","CA",7,4,2006,2006-04-07
"35563","LA",7,4,2006,2006-04-07
"325","CO",8,4,2006,2006-04-08
"35551","GA",8,4,2006,2006-04-08
"35552","NH",8,4,2006,2006-04-08
"35553","PA",8,4,2006,2006-04-08
"35554","CA",8,4,2006,2006-04-08
"35555","NM",8,4,2006,2006-04-08
"35556","IL",8,4,2006,2006-04-08
"35557","CA",8,4,2006,2006-04-08
"35547","LA",9,4,2006,2006-04-09
"35548","AR",9,4,2006,2006-04-09
"35549","TX",9,4,2006,2006-04-09
"35550","CA",9,4,2006,2006-04-09
"35545","MN",10,4,2006,2006-04-10
"35546","OH",10,4,2006,2006-04-10
"35542","MI",11,4,2006,2006-04-11
"35543","GA",11,4,2006,2006-04-11
"35544","FL",11,4,2006,2006-04-11
"35540","FL",12,4,2006,2006-04-12
"35541","CA",12,4,2006,2006-04-12
"35535","NY",13,4,2006,2006-04-13
"35536","VA",13,4,2006,2006-04-13
"35537","CO",13,4,2006,2006-04-13
"35538","PA",13,4,2006,2006-04-13
"35539","FL",13,4,2006,2006-04-13
"35531","CA",14,4,2006,2006-04-14
"35532","IL",14,4,2006,2006-04-14
"35533","NY",14,4,2006,2006-04-14
"35534","NJ",14,4,2006,2006-04-14
"35522","TX",15,4,2006,2006-04-15
"35523","NM",15,4,2006,2006-04-15
"35524","FL",15,4,2006,2006-04-15
"35525","PA",15,4,2006,2006-04-15
"35526","OH",15,4,2006,2006-04-15
"35527","GA",15,4,2006,2006-04-15
"35528","IL",15,4,2006,2006-04-15
"35529","CO",15,4,2006,2006-04-15
"35530","TX",15,4,2006,2006-04-15
"35517","MI",16,4,2006,2006-04-16
"35518","NE",16,4,2006,2006-04-16
"35519","WA",16,4,2006,2006-04-16
"35520","AR",16,4,2006,2006-04-16
"35521","MT",16,4,2006,2006-04-16
"35512","ND",17,4,2006,2006-04-17
"35513","ND",17,4,2006,2006-04-17
"35514","PA",17,4,2006,2006-04-17
"35515","TX",17,4,2006,2006-04-17
"35516","FL",17,4,2006,2006-04-17
"35508","NJ",18,4,2006,2006-04-18
"35509","PA",18,4,2006,2006-04-18
"35510","VA",18,4,2006,2006-04-18
"35511","CA",18,4,2006,2006-04-18
"324","OH",19,4,2006,2006-04-19
"35503","OK",19,4,2006,2006-04-19
"35504","MO",19,4,2006,2006-04-19
"35505","NC",19,4,2006,2006-04-19
"35506","NV",19,4,2006,2006-04-19
"35507","IL",19,4,2006,2006-04-19
"35500","MN",20,4,2006,2006-04-20
"35501","AZ",20,4,2006,2006-04-20
"35502","IN",20,4,2006,2006-04-20
"35496","NM",21,4,2006,2006-04-21
"35497","OK",21,4,2006,2006-04-21
"35498","IN",21,4,2006,2006-04-21
"35499","TX",21,4,2006,2006-04-21
"35487","CA",22,4,2006,2006-04-22
"35488","WA",22,4,2006,2006-04-22
"35489","MO",22,4,2006,2006-04-22
"35490","IN",22,4,2006,2006-04-22
"35491","TX",22,4,2006,2006-04-22
"35492","OR",22,4,2006,2006-04-22
"35493","CA",22,4,2006,2006-04-22
"35494","CA",22,4,2006,2006-04-22
"35495","MD",22,4,2006,2006-04-22
"35480","OR",23,4,2006,2006-04-23
"35481","TX",23,4,2006,2006-04-23
"35482","PA",23,4,2006,2006-04-23
"35483","CA",23,4,2006,2006-04-23
"35484","WV",23,4,2006,2006-04-23
"35485","UT",23,4,2006,2006-04-23
"35486","CA",23,4,2006,2006-04-23
"35477","WA",24,4,2006,2006-04-24
"35478","MN",24,4,2006,2006-04-24
"35479","WA",24,4,2006,2006-04-24
"35474","WV",25,4,2006,2006-04-25
"35475","AZ",25,4,2006,2006-04-25
"35476","WA",25,4,2006,2006-04-25
"35473","MI",26,4,2006,2006-04-26
"35471","OR",27,4,2006,2006-04-27
"35472","FL",27,4,2006,2006-04-27
"35466","NJ",28,4,2006,2006-04-28
"35467","NV",28,4,2006,2006-04-28
"35468","CA",28,4,2006,2006-04-28
"35469","IL",28,4,2006,2006-04-28
"35470","NJ",28,4,2006,2006-04-28
"323","OR",29,4,2006,2006-04-29
"35459","WA",29,4,2006,2006-04-29
"35460","CA",29,4,2006,2006-04-29
"35461","ID",29,4,2006,2006-04-29
"35462","WA",29,4,2006,2006-04-29
"35463","ID",29,4,2006,2006-04-29
"35464","WA",29,4,2006,2006-04-29
"35465","OR",29,4,2006,2006-04-29
"35454","TX",30,4,2006,2006-04-30
"35455","TX",30,4,2006,2006-04-30
"35456","WA",30,4,2006,2006-04-30
"35457","CA",30,4,2006,2006-04-30
"35458","WA",30,4,2006,2006-04-30
"36906","IN",30,4,2006,2006-04-30
"35681","IL",1,5,2006,2006-05-01
"35682","DE",1,5,2006,2006-05-01
"35683","NY",1,5,2006,2006-05-01
"35684","OK",1,5,2006,2006-05-01
"35685","TX",1,5,2006,2006-05-01
"35686","NC",1,5,2006,2006-05-01
"35675","WA",2,5,2006,2006-05-02
"35676","MN",2,5,2006,2006-05-02
"35677","CA",2,5,2006,2006-05-02
"35678","NV",2,5,2006,2006-05-02
"35679","NE",2,5,2006,2006-05-02
"35680","WA",2,5,2006,2006-05-02
"35671","TX",3,5,2006,2006-05-03
"35672","NM",3,5,2006,2006-05-03
"35673","FL",3,5,2006,2006-05-03
"35674","FL",3,5,2006,2006-05-03
"35665","CA",4,5,2006,2006-05-04
"35666","AZ",4,5,2006,2006-05-04
"35667","FL",4,5,2006,2006-05-04
"35668","AZ",4,5,2006,2006-05-04
"35669","FL",4,5,2006,2006-05-04
"35670","NY",4,5,2006,2006-05-04
"35663","CA",5,5,2006,2006-05-05
"35664","VT",5,5,2006,2006-05-05
"35652","MN",6,5,2006,2006-05-06
"35653","NE",6,5,2006,2006-05-06
"35654","MA",6,5,2006,2006-05-06
"35655","FL",6,5,2006,2006-05-06
"35656","OR",6,5,2006,2006-05-06
"35657","FL",6,5,2006,2006-05-06
"35658","MI",6,5,2006,2006-05-06
"35659","NJ",6,5,2006,2006-05-06
"35660","CO",6,5,2006,2006-05-06
"35661","OK",6,5,2006,2006-05-06
"35662","FL",6,5,2006,2006-05-06
"328","ID",7,5,2006,2006-05-07
"35646","IA",7,5,2006,2006-05-07
"35647","IL",7,5,2006,2006-05-07
"35648","PA",7,5,2006,2006-05-07
"35649","WA",7,5,2006,2006-05-07
"35650","WA",7,5,2006,2006-05-07
"35651","FL",7,5,2006,2006-05-07
"35645","DE",8,5,2006,2006-05-08
"35642","ID",9,5,2006,2006-05-09
"35643","CA",9,5,2006,2006-05-09
"35644","CA",9,5,2006,2006-05-09
"35638","KS",10,5,2006,2006-05-10
"35639","FL",10,5,2006,2006-05-10
"35640","ID",10,5,2006,2006-05-10
"35641","CA",10,5,2006,2006-05-10
"35635","TX",11,5,2006,2006-05-11
"35636","CA",11,5,2006,2006-05-11
"35637","WA",11,5,2006,2006-05-11
"40859","NM",11,5,2006,2006-05-11
"37737","TX",12,5,2006,2006-05-12
"37738","CA",12,5,2006,2006-05-12
"37739","MO",12,5,2006,2006-05-12
"37740","NJ",12,5,2006,2006-05-12
"37741","TX",12,5,2006,2006-05-12
"37742","OH",12,5,2006,2006-05-12
"37743","AZ",12,5,2006,2006-05-12
"36953","MD",13,5,2006,2006-05-13
"36954","NE",13,5,2006,2006-05-13
"36955","ID",13,5,2006,2006-05-13
"36956","LA",13,5,2006,2006-05-13
"36957","CA",13,5,2006,2006-05-13
"37734","CA",13,5,2006,2006-05-13
"37735","TX",13,5,2006,2006-05-13
"37736","TX",13,5,2006,2006-05-13
"36948","OH",14,5,2006,2006-05-14
"36949","FL",14,5,2006,2006-05-14
"36950","CA",14,5,2006,2006-05-14
"36951","CA",14,5,2006,2006-05-14
"36952","FL",14,5,2006,2006-05-14
"40940","IA",14,5,2006,2006-05-14
"36943","FL",15,5,2006,2006-05-15
"36944","AZ",15,5,2006,2006-05-15
"36945","ID",15,5,2006,2006-05-15
"36946","CA",15,5,2006,2006-05-15
"36947","MI",15,5,2006,2006-05-15
"36942","MA",16,5,2006,2006-05-16
"36937","CA",17,5,2006,2006-05-17
"36938","PA",17,5,2006,2006-05-17
"36939","MN",17,5,2006,2006-05-17
"36940","NY",17,5,2006,2006-05-17
"36941","VA",17,5,2006,2006-05-17
"36936","AR",18,5,2006,2006-05-18
"36930","SC",19,5,2006,2006-05-19
"36931","IN",19,5,2006,2006-05-19
"36932","MA",19,5,2006,2006-05-19
"36933","IL",19,5,2006,2006-05-19
"36934","WA",19,5,2006,2006-05-19
"36935","CA",19,5,2006,2006-05-19
"36920","FL",20,5,2006,2006-05-20
"36921","OH",20,5,2006,2006-05-20
"36922","TX",20,5,2006,2006-05-20
"36923","KY",20,5,2006,2006-05-20
"36924","CT",20,5,2006,2006-05-20
"36925","IL",20,5,2006,2006-05-20
"36926","MS",20,5,2006,2006-05-20
"36927","TX",20,5,2006,2006-05-20
"36928","MN",20,5,2006,2006-05-20
"36929","NC",20,5,2006,2006-05-20
"36914","MN",21,5,2006,2006-05-21
"36915","VA",21,5,2006,2006-05-21
"36916","DE",21,5,2006,2006-05-21
"36917","NV",21,5,2006,2006-05-21
"36918","AZ",21,5,2006,2006-05-21
"36919","AZ",21,5,2006,2006-05-21
"36908","DE",22,5,2006,2006-05-22
"36909","IL",22,5,2006,2006-05-22
"36910","IA",22,5,2006,2006-05-22
"36911","IL",22,5,2006,2006-05-22
"36912","MA",22,5,2006,2006-05-22
"36913","MA",22,5,2006,2006-05-22
"37727","OH",23,5,2006,2006-05-23
"37728","TX",23,5,2006,2006-05-23
"37729","CA",23,5,2006,2006-05-23
"37730","AL",23,5,2006,2006-05-23
"37731","CA",23,5,2006,2006-05-23
"37732","WV",23,5,2006,2006-05-23
"37733","NC",23,5,2006,2006-05-23
"37723","KY",25,5,2006,2006-05-25
"37724","MO",25,5,2006,2006-05-25
"37725","VA",25,5,2006,2006-05-25
"37726","SC",25,5,2006,2006-05-25
"37722","MO",26,5,2006,2006-05-26
"35607","AR",27,5,2006,2006-05-27
"35633","MA",27,5,2006,2006-05-27
"35634","VA",27,5,2006,2006-05-27
"36907","AZ",27,5,2006,2006-05-27
"37721","IL",27,5,2006,2006-05-27
"35604","CA",28,5,2006,2006-05-28
"35605","PA",28,5,2006,2006-05-28
"35606","OH",28,5,2006,2006-05-28
"35632","PA",28,5,2006,2006-05-28
"35601","FL",29,5,2006,2006-05-29
"35602","CA",29,5,2006,2006-05-29
"35603","IL",29,5,2006,2006-05-29
