"","state","mday","month","year","Date"
"4486","MA",5,7,2014,2014-07-05
"4487","CT",5,7,2014,2014-07-05
"4488","VT",5,7,2014,2014-07-05
"4489","MO",5,7,2014,2014-07-05
"4490","IN",5,7,2014,2014-07-05
"4491","CA",5,7,2014,2014-07-05
"4492","NH",5,7,2014,2014-07-05
"4493","IL",5,7,2014,2014-07-05
"4494","MA",5,7,2014,2014-07-05
"4495","PA",5,7,2014,2014-07-05
"4496","NY",5,7,2014,2014-07-05
"4497","IN",5,7,2014,2014-07-05
"4498","NY",5,7,2014,2014-07-05
"4499","AR",5,7,2014,2014-07-05
"4500","OH",5,7,2014,2014-07-05
"4501","MI",5,7,2014,2014-07-05
"4715","MD",5,7,2014,2014-07-05
"4716","NY",5,7,2014,2014-07-05
"4717","CA",5,7,2014,2014-07-05
"4718","MO",5,7,2014,2014-07-05
"4719","IL",5,7,2014,2014-07-05
"4720","MI",5,7,2014,2014-07-05
"4721","NJ",5,7,2014,2014-07-05
"4722","AL",5,7,2014,2014-07-05
"4723","TN",5,7,2014,2014-07-05
"4724","GA",5,7,2014,2014-07-05
"4725","PA",5,7,2014,2014-07-05
"4726","MA",5,7,2014,2014-07-05
"4727","NY",5,7,2014,2014-07-05
"4728","MN",5,7,2014,2014-07-05
"4729","MD",5,7,2014,2014-07-05
"4730","OH",5,7,2014,2014-07-05
"4731","VA",5,7,2014,2014-07-05
"4732","NY",5,7,2014,2014-07-05
"4733","NY",5,7,2014,2014-07-05
"5172","CA",5,7,2014,2014-07-05
"5173","CA",5,7,2014,2014-07-05
"5174","AZ",5,7,2014,2014-07-05
"5175","OR",5,7,2014,2014-07-05
"5176","MA",5,7,2014,2014-07-05
"5177","NH",5,7,2014,2014-07-05
"5178","OR",5,7,2014,2014-07-05
"5179","FL",5,7,2014,2014-07-05
"5180","NC",5,7,2014,2014-07-05
"5582","MI",5,7,2014,2014-07-05
"3457","KS",6,7,2014,2014-07-06
"3458","OH",6,7,2014,2014-07-06
"3459","MI",6,7,2014,2014-07-06
"3460","NC",6,7,2014,2014-07-06
"3461","AL",6,7,2014,2014-07-06
"3462","KY",6,7,2014,2014-07-06
"3463","CA",6,7,2014,2014-07-06
"4474","AR",6,7,2014,2014-07-06
"4475","PA",6,7,2014,2014-07-06
"4476","AZ",6,7,2014,2014-07-06
"4477","FL",6,7,2014,2014-07-06
"4478","LA",6,7,2014,2014-07-06
"4479","PA",6,7,2014,2014-07-06
"4710","MO",6,7,2014,2014-07-06
"4711","RI",6,7,2014,2014-07-06
"4712","PA",6,7,2014,2014-07-06
"4713","FL",6,7,2014,2014-07-06
"4714","GA",6,7,2014,2014-07-06
"5164","SC",6,7,2014,2014-07-06
"5165","OR",6,7,2014,2014-07-06
"5166","OH",6,7,2014,2014-07-06
"5167","VA",6,7,2014,2014-07-06
"5168","NJ",6,7,2014,2014-07-06
"5169","NY",6,7,2014,2014-07-06
"5170","WA",6,7,2014,2014-07-06
"5171","GA",6,7,2014,2014-07-06
"3454","UT",7,7,2014,2014-07-07
"3455","VA",7,7,2014,2014-07-07
"3456","OH",7,7,2014,2014-07-07
"4471","MO",7,7,2014,2014-07-07
"4472","NC",7,7,2014,2014-07-07
"4473","CA",7,7,2014,2014-07-07
"4708","TX",7,7,2014,2014-07-07
"4709","NC",7,7,2014,2014-07-07
"5162","NY",7,7,2014,2014-07-07
"5163","SC",7,7,2014,2014-07-07
"3452","PA",8,7,2014,2014-07-08
"3453","MI",8,7,2014,2014-07-08
"4467","FL",8,7,2014,2014-07-08
"4468","IL",8,7,2014,2014-07-08
"4469","FL",8,7,2014,2014-07-08
"4470","NJ",8,7,2014,2014-07-08
"4706","WV",8,7,2014,2014-07-08
"4707","AR",8,7,2014,2014-07-08
"5161","OH",8,7,2014,2014-07-08
"3450","KY",9,7,2014,2014-07-09
"3451","NC",9,7,2014,2014-07-09
"4458","PA",9,7,2014,2014-07-09
"4459","NH",9,7,2014,2014-07-09
"4460","PA",9,7,2014,2014-07-09
"4461","MO",9,7,2014,2014-07-09
"4462","WV",9,7,2014,2014-07-09
"4463","SC",9,7,2014,2014-07-09
"4464","ID",9,7,2014,2014-07-09
"4465","NY",9,7,2014,2014-07-09
"4466","CA",9,7,2014,2014-07-09
"4705","MN",9,7,2014,2014-07-09
"5160","VT",9,7,2014,2014-07-09
"3448","OK",10,7,2014,2014-07-10
"3449","NY",10,7,2014,2014-07-10
"4454","NH",10,7,2014,2014-07-10
"4455","AL",10,7,2014,2014-07-10
"4456","PA",10,7,2014,2014-07-10
"4457","WV",10,7,2014,2014-07-10
"4701","OH",10,7,2014,2014-07-10
"4702","DE",10,7,2014,2014-07-10
"4703","CT",10,7,2014,2014-07-10
"4704","AR",10,7,2014,2014-07-10
"5156","SC",10,7,2014,2014-07-10
"5157","CA",10,7,2014,2014-07-10
"5158","CA",10,7,2014,2014-07-10
"5159","MI",10,7,2014,2014-07-10
"3444","MD",11,7,2014,2014-07-11
"3445","CA",11,7,2014,2014-07-11
"3446","OH",11,7,2014,2014-07-11
"3447","MI",11,7,2014,2014-07-11
"4449","GA",11,7,2014,2014-07-11
"4450","OH",11,7,2014,2014-07-11
"4451","PA",11,7,2014,2014-07-11
"4452","FL",11,7,2014,2014-07-11
"4453","CA",11,7,2014,2014-07-11
"4699","PA",11,7,2014,2014-07-11
"4700","LA",11,7,2014,2014-07-11
"5152","PA",11,7,2014,2014-07-11
"5153","NH",11,7,2014,2014-07-11
"5154","GA",11,7,2014,2014-07-11
"5155","CA",11,7,2014,2014-07-11
"3429","MA",12,7,2014,2014-07-12
"3430","WA",12,7,2014,2014-07-12
"3431","SC",12,7,2014,2014-07-12
"3432","PA",12,7,2014,2014-07-12
"3433","TX",12,7,2014,2014-07-12
"3434","TX",12,7,2014,2014-07-12
"3435","LA",12,7,2014,2014-07-12
"3436","TX",12,7,2014,2014-07-12
"3437","TX",12,7,2014,2014-07-12
"3438","TX",12,7,2014,2014-07-12
"3439","TX",12,7,2014,2014-07-12
"3440","LA",12,7,2014,2014-07-12
"3441","TX",12,7,2014,2014-07-12
"3442","TX",12,7,2014,2014-07-12
"3443","LA",12,7,2014,2014-07-12
"4438","WA",12,7,2014,2014-07-12
"4439","TN",12,7,2014,2014-07-12
"4440","RI",12,7,2014,2014-07-12
"4441","CA",12,7,2014,2014-07-12
"4442","MO",12,7,2014,2014-07-12
"4443","PA",12,7,2014,2014-07-12
"4444","NY",12,7,2014,2014-07-12
"4445","TX",12,7,2014,2014-07-12
"4446","WA",12,7,2014,2014-07-12
"4447","OR",12,7,2014,2014-07-12
"4448","WA",12,7,2014,2014-07-12
"4687","NE",12,7,2014,2014-07-12
"4688","FL",12,7,2014,2014-07-12
"4689","OR",12,7,2014,2014-07-12
"4690","TX",12,7,2014,2014-07-12
"4691","WA",12,7,2014,2014-07-12
"4692","LA",12,7,2014,2014-07-12
"4693","PA",12,7,2014,2014-07-12
"4694","TX",12,7,2014,2014-07-12
"4695","TX",12,7,2014,2014-07-12
"4696","MS",12,7,2014,2014-07-12
"4697","TX",12,7,2014,2014-07-12
"4698","NH",12,7,2014,2014-07-12
"5145","NY",12,7,2014,2014-07-12
"5146","ME",12,7,2014,2014-07-12
"5147","NC",12,7,2014,2014-07-12
"5148","MI",12,7,2014,2014-07-12
"5149","LA",12,7,2014,2014-07-12
"5150","OH",12,7,2014,2014-07-12
"5151","TX",12,7,2014,2014-07-12
"3419","PA",13,7,2014,2014-07-13
"3420","OH",13,7,2014,2014-07-13
"3421","NH",13,7,2014,2014-07-13
"3422","WA",13,7,2014,2014-07-13
"3423","IL",13,7,2014,2014-07-13
"3424","OR",13,7,2014,2014-07-13
"3425","MI",13,7,2014,2014-07-13
"3426","AZ",13,7,2014,2014-07-13
"3427","OH",13,7,2014,2014-07-13
"3428","FL",13,7,2014,2014-07-13
"4435","WA",13,7,2014,2014-07-13
"4436","TX",13,7,2014,2014-07-13
"4437","UT",13,7,2014,2014-07-13
"4686","FL",13,7,2014,2014-07-13
"5143","IN",13,7,2014,2014-07-13
"5144","PA",13,7,2014,2014-07-13
"3417","MO",14,7,2014,2014-07-14
"3418","OH",14,7,2014,2014-07-14
"4432","VA",14,7,2014,2014-07-14
"4433","AL",14,7,2014,2014-07-14
"4434","MD",14,7,2014,2014-07-14
"4682","SC",14,7,2014,2014-07-14
"4683","SC",14,7,2014,2014-07-14
"4684","PA",14,7,2014,2014-07-14
"4685","TX",14,7,2014,2014-07-14
"5138","PA",14,7,2014,2014-07-14
"5139","SC",14,7,2014,2014-07-14
"5140","CT",14,7,2014,2014-07-14
"5141","SC",14,7,2014,2014-07-14
"5142","LA",14,7,2014,2014-07-14
"3415","KY",15,7,2014,2014-07-15
"3416","PA",15,7,2014,2014-07-15
"4429","OK",15,7,2014,2014-07-15
"4430","CO",15,7,2014,2014-07-15
"4431","TX",15,7,2014,2014-07-15
"4679","ID",15,7,2014,2014-07-15
"4680","OR",15,7,2014,2014-07-15
"4681","NJ",15,7,2014,2014-07-15
"5136","MN",15,7,2014,2014-07-15
"5137","CA",15,7,2014,2014-07-15
"3411","NY",16,7,2014,2014-07-16
"3412","GA",16,7,2014,2014-07-16
"3413","NC",16,7,2014,2014-07-16
"3414","VA",16,7,2014,2014-07-16
"4425","OR",16,7,2014,2014-07-16
"4426","ID",16,7,2014,2014-07-16
"4427","GA",16,7,2014,2014-07-16
"4428","NC",16,7,2014,2014-07-16
"4676","SC",16,7,2014,2014-07-16
"4677","AL",16,7,2014,2014-07-16
"4678","MN",16,7,2014,2014-07-16
"5133","AL",16,7,2014,2014-07-16
"5134","SC",16,7,2014,2014-07-16
"5135","MI",16,7,2014,2014-07-16
"3407","ID",17,7,2014,2014-07-17
"3408","NC",17,7,2014,2014-07-17
"3409","OH",17,7,2014,2014-07-17
"3410","IN",17,7,2014,2014-07-17
"4420","SC",17,7,2014,2014-07-17
"4421","PA",17,7,2014,2014-07-17
"4422","GA",17,7,2014,2014-07-17
"4423","NY",17,7,2014,2014-07-17
"4424","CA",17,7,2014,2014-07-17
"4672","NC",17,7,2014,2014-07-17
"4673","GA",17,7,2014,2014-07-17
"4674","FL",17,7,2014,2014-07-17
"4675","OR",17,7,2014,2014-07-17
"5128","PA",17,7,2014,2014-07-17
"5129","CT",17,7,2014,2014-07-17
"5130","WI",17,7,2014,2014-07-17
"5131","CA",17,7,2014,2014-07-17
"5132","NY",17,7,2014,2014-07-17
"3405","ME",18,7,2014,2014-07-18
"3406","IN",18,7,2014,2014-07-18
"4405","NY",18,7,2014,2014-07-18
"4406","TX",18,7,2014,2014-07-18
"4407","FL",18,7,2014,2014-07-18
"4408","ID",18,7,2014,2014-07-18
"4409","NC",18,7,2014,2014-07-18
"4410","TX",18,7,2014,2014-07-18
"4411","CT",18,7,2014,2014-07-18
"4412","CO",18,7,2014,2014-07-18
"4413","FL",18,7,2014,2014-07-18
"4414","NC",18,7,2014,2014-07-18
"4415","NC",18,7,2014,2014-07-18
"4416","PA",18,7,2014,2014-07-18
"4417","CA",18,7,2014,2014-07-18
"4418","VA",18,7,2014,2014-07-18
"4419","OH",18,7,2014,2014-07-18
"4671","FL",18,7,2014,2014-07-18
"4387","VA",19,7,2014,2014-07-19
"4388","MI",19,7,2014,2014-07-19
"4389","TN",19,7,2014,2014-07-19
"4390","MO",19,7,2014,2014-07-19
"4391","PA",19,7,2014,2014-07-19
"4392","MA",19,7,2014,2014-07-19
"4393","NY",19,7,2014,2014-07-19
"4394","MA",19,7,2014,2014-07-19
"4395","VA",19,7,2014,2014-07-19
"4396","MT",19,7,2014,2014-07-19
"4397","PA",19,7,2014,2014-07-19
"4398","NY",19,7,2014,2014-07-19
"4399","OH",19,7,2014,2014-07-19
"4400","KS",19,7,2014,2014-07-19
"4401","IN",19,7,2014,2014-07-19
"4402","CA",19,7,2014,2014-07-19
"4403","TX",19,7,2014,2014-07-19
"4404","AL",19,7,2014,2014-07-19
"3404","NJ",20,7,2014,2014-07-20
"4377","FL",20,7,2014,2014-07-20
"4378","PA",20,7,2014,2014-07-20
"4379","IL",20,7,2014,2014-07-20
"4380","FL",20,7,2014,2014-07-20
"4381","OK",20,7,2014,2014-07-20
"4382","CA",20,7,2014,2014-07-20
"4383","NC",20,7,2014,2014-07-20
"4384","LA",20,7,2014,2014-07-20
"4385","NJ",20,7,2014,2014-07-20
"4386","CO",20,7,2014,2014-07-20
"4670","IL",20,7,2014,2014-07-20
"5127","CA",20,7,2014,2014-07-20
"3403","OH",21,7,2014,2014-07-21
"4366","CA",21,7,2014,2014-07-21
"4367","WV",21,7,2014,2014-07-21
"4368","MA",21,7,2014,2014-07-21
"4369","IA",21,7,2014,2014-07-21
"4370","PA",21,7,2014,2014-07-21
"4371","PA",21,7,2014,2014-07-21
"4372","CO",21,7,2014,2014-07-21
"4373","FL",21,7,2014,2014-07-21
"4374","MD",21,7,2014,2014-07-21
"4375","IL",21,7,2014,2014-07-21
"4376","VT",21,7,2014,2014-07-21
"4669","SC",21,7,2014,2014-07-21
"4365","WA",22,7,2014,2014-07-22
"5116","CO",22,7,2014,2014-07-22
"5117","NY",22,7,2014,2014-07-22
"5118","NY",22,7,2014,2014-07-22
"5119","CA",22,7,2014,2014-07-22
"5120","MA",22,7,2014,2014-07-22
"5121","IL",22,7,2014,2014-07-22
"5122","VA",22,7,2014,2014-07-22
"5123","MT",22,7,2014,2014-07-22
"5124","LA",22,7,2014,2014-07-22
"5125","LA",22,7,2014,2014-07-22
"5126","NV",22,7,2014,2014-07-22
"5111","MI",23,7,2014,2014-07-23
"5112","MI",23,7,2014,2014-07-23
"5113","CA",23,7,2014,2014-07-23
"5114","CA",23,7,2014,2014-07-23
"5115","MI",23,7,2014,2014-07-23
"5101","NY",24,7,2014,2014-07-24
"5102","NE",24,7,2014,2014-07-24
"5103","PA",24,7,2014,2014-07-24
"5104","MO",24,7,2014,2014-07-24
"5105","PA",24,7,2014,2014-07-24
"5106","SC",24,7,2014,2014-07-24
"5107","RI",24,7,2014,2014-07-24
"5108","NY",24,7,2014,2014-07-24
"5109","MO",24,7,2014,2014-07-24
"5110","CA",24,7,2014,2014-07-24
"3401","WI",25,7,2014,2014-07-25
"3402","PA",25,7,2014,2014-07-25
"4362","ND",25,7,2014,2014-07-25
"4363","NJ",25,7,2014,2014-07-25
"4364","IL",25,7,2014,2014-07-25
"4666","CA",25,7,2014,2014-07-25
"4667","ND",25,7,2014,2014-07-25
"4668","OH",25,7,2014,2014-07-25
"5093","VA",25,7,2014,2014-07-25
"5094","PA",25,7,2014,2014-07-25
"5095","CA",25,7,2014,2014-07-25
"5096","FL",25,7,2014,2014-07-25
"5097","TN",25,7,2014,2014-07-25
"5098","KS",25,7,2014,2014-07-25
"5099","MA",25,7,2014,2014-07-25
"5100","MD",25,7,2014,2014-07-25
"3397","FL",26,7,2014,2014-07-26
"3398","CT",26,7,2014,2014-07-26
"3399","NY",26,7,2014,2014-07-26
"3400","NY",26,7,2014,2014-07-26
"4356","WY",26,7,2014,2014-07-26
"4357","PA",26,7,2014,2014-07-26
"4358","NY",26,7,2014,2014-07-26
"4359","NJ",26,7,2014,2014-07-26
"4360","NM",26,7,2014,2014-07-26
"4361","IA",26,7,2014,2014-07-26
"4659","WA",26,7,2014,2014-07-26
"4660","WA",26,7,2014,2014-07-26
"4661","OR",26,7,2014,2014-07-26
"4662","NY",26,7,2014,2014-07-26
"4663","RI",26,7,2014,2014-07-26
"4664","CA",26,7,2014,2014-07-26
"4665","OH",26,7,2014,2014-07-26
"5091","OR",26,7,2014,2014-07-26
"5092","WI",26,7,2014,2014-07-26
"3394","NJ",27,7,2014,2014-07-27
"3395","NY",27,7,2014,2014-07-27
"3396","WA",27,7,2014,2014-07-27
"4352","DE",27,7,2014,2014-07-27
"4353","MN",27,7,2014,2014-07-27
"4354","AZ",27,7,2014,2014-07-27
"4355","NH",27,7,2014,2014-07-27
"4656","NC",27,7,2014,2014-07-27
"4657","CA",27,7,2014,2014-07-27
"4658","CT",27,7,2014,2014-07-27
"5088","OR",27,7,2014,2014-07-27
"5089","LA",27,7,2014,2014-07-27
"5090","NC",27,7,2014,2014-07-27
"3391","MD",28,7,2014,2014-07-28
"3392","RI",28,7,2014,2014-07-28
"3393","IN",28,7,2014,2014-07-28
"4350","HI",28,7,2014,2014-07-28
"4351","IL",28,7,2014,2014-07-28
"4652","ID",28,7,2014,2014-07-28
"4653","OR",28,7,2014,2014-07-28
"4654","NC",28,7,2014,2014-07-28
"4655","CA",28,7,2014,2014-07-28
"5086","KY",28,7,2014,2014-07-28
"5087","IN",28,7,2014,2014-07-28
"3387","MA",29,7,2014,2014-07-29
"3388","MA",29,7,2014,2014-07-29
"3389","AR",29,7,2014,2014-07-29
"3390","VA",29,7,2014,2014-07-29
"4346","NH",29,7,2014,2014-07-29
"4347","NC",29,7,2014,2014-07-29
"4348","CA",29,7,2014,2014-07-29
"4349","WA",29,7,2014,2014-07-29
"4650","CT",29,7,2014,2014-07-29
"4651","NC",29,7,2014,2014-07-29
"5084","FL",29,7,2014,2014-07-29
"5085","VA",29,7,2014,2014-07-29
"3383","WA",30,7,2014,2014-07-30
"3384","CA",30,7,2014,2014-07-30
"3385","CT",30,7,2014,2014-07-30
"3386","WV",30,7,2014,2014-07-30
"4344","NJ",30,7,2014,2014-07-30
"4345","IL",30,7,2014,2014-07-30
"4649","SC",30,7,2014,2014-07-30
"5082","NH",30,7,2014,2014-07-30
"5083","MA",30,7,2014,2014-07-30
"3379","VA",31,7,2014,2014-07-31
"3380","OR",31,7,2014,2014-07-31
"3381","VA",31,7,2014,2014-07-31
"3382","WI",31,7,2014,2014-07-31
"4340","OR",31,7,2014,2014-07-31
"4341","OR",31,7,2014,2014-07-31
"4342","AZ",31,7,2014,2014-07-31
"4343","WA",31,7,2014,2014-07-31
"4648","PA",31,7,2014,2014-07-31
"5080","FL",31,7,2014,2014-07-31
"5081","CT",31,7,2014,2014-07-31
"5506","NY",1,8,2014,2014-08-01
"5507","NY",1,8,2014,2014-08-01
"5508","SC",1,8,2014,2014-08-01
"5509","SC",1,8,2014,2014-08-01
"5510","NM",1,8,2014,2014-08-01
"5707","PA",1,8,2014,2014-08-01
"5708","NY",1,8,2014,2014-08-01
"5709","MA",1,8,2014,2014-08-01
"5710","OK",1,8,2014,2014-08-01
"5711","AZ",1,8,2014,2014-08-01
"5712","OR",1,8,2014,2014-08-01
"6333","KS",1,8,2014,2014-08-01
"6334","MS",1,8,2014,2014-08-01
"6335","FL",1,8,2014,2014-08-01
"5497","CO",2,8,2014,2014-08-02
"5498","TN",2,8,2014,2014-08-02
"5499","TN",2,8,2014,2014-08-02
"5500","KS",2,8,2014,2014-08-02
"5501","MO",2,8,2014,2014-08-02
"5502","FL",2,8,2014,2014-08-02
"5503","WA",2,8,2014,2014-08-02
"5504","GA",2,8,2014,2014-08-02
"5505","FL",2,8,2014,2014-08-02
"5698","TN",2,8,2014,2014-08-02
"5699","WA",2,8,2014,2014-08-02
"5700","MS",2,8,2014,2014-08-02
"5701","IL",2,8,2014,2014-08-02
"5702","WI",2,8,2014,2014-08-02
"5703","TX",2,8,2014,2014-08-02
"5704","IL",2,8,2014,2014-08-02
"5705","FL",2,8,2014,2014-08-02
"5706","MA",2,8,2014,2014-08-02
"6322","SD",2,8,2014,2014-08-02
"6323","LA",2,8,2014,2014-08-02
"6324","FL",2,8,2014,2014-08-02
"6325","CA",2,8,2014,2014-08-02
"6326","NY",2,8,2014,2014-08-02
"6327","NY",2,8,2014,2014-08-02
"6328","OR",2,8,2014,2014-08-02
"6329","WI",2,8,2014,2014-08-02
"6330","CA",2,8,2014,2014-08-02
"6331","TX",2,8,2014,2014-08-02
"6332","OR",2,8,2014,2014-08-02
"5484","MI",3,8,2014,2014-08-03
"5485","PA",3,8,2014,2014-08-03
"5486","CA",3,8,2014,2014-08-03
"5487","NC",3,8,2014,2014-08-03
"5488","WI",3,8,2014,2014-08-03
"5489","KS",3,8,2014,2014-08-03
"5490","MA",3,8,2014,2014-08-03
"5491","FL",3,8,2014,2014-08-03
"5492","MS",3,8,2014,2014-08-03
"5493","LA",3,8,2014,2014-08-03
"5494","DE",3,8,2014,2014-08-03
"5495","TX",3,8,2014,2014-08-03
"5496","DE",3,8,2014,2014-08-03
"5692","CO",3,8,2014,2014-08-03
"5693","MD",3,8,2014,2014-08-03
"5694","GA",3,8,2014,2014-08-03
"5695","ME",3,8,2014,2014-08-03
"5696","KS",3,8,2014,2014-08-03
"5697","WI",3,8,2014,2014-08-03
"5481","CA",4,8,2014,2014-08-04
"5482","NC",4,8,2014,2014-08-04
"5483","GA",4,8,2014,2014-08-04
"5687","CA",4,8,2014,2014-08-04
"5688","NC",4,8,2014,2014-08-04
"5689","RI",4,8,2014,2014-08-04
"5690","SC",4,8,2014,2014-08-04
"5691","OR",4,8,2014,2014-08-04
"6319","NC",4,8,2014,2014-08-04
"6320","WA",4,8,2014,2014-08-04
"6321","NY",4,8,2014,2014-08-04
"5478","TX",5,8,2014,2014-08-05
"5479","FL",5,8,2014,2014-08-05
"5480","FL",5,8,2014,2014-08-05
"5683","TN",5,8,2014,2014-08-05
"5684","FL",5,8,2014,2014-08-05
"5685","AK",5,8,2014,2014-08-05
"5686","TX",5,8,2014,2014-08-05
"6314","CA",5,8,2014,2014-08-05
"6315","HI",5,8,2014,2014-08-05
"6316","WA",5,8,2014,2014-08-05
"6317","CA",5,8,2014,2014-08-05
"6318","NC",5,8,2014,2014-08-05
"5476","FL",6,8,2014,2014-08-06
"5477","HI",6,8,2014,2014-08-06
"5681","MI",6,8,2014,2014-08-06
"5682","CA",6,8,2014,2014-08-06
"6312","NC",6,8,2014,2014-08-06
"6313","CO",6,8,2014,2014-08-06
"5473","OR",7,8,2014,2014-08-07
"5474","LA",7,8,2014,2014-08-07
"5475","AK",7,8,2014,2014-08-07
"5678","WI",7,8,2014,2014-08-07
"5679","NJ",7,8,2014,2014-08-07
"5680","OH",7,8,2014,2014-08-07
"6309","SC",7,8,2014,2014-08-07
"6310","PA",7,8,2014,2014-08-07
"6311","WI",7,8,2014,2014-08-07
"5466","IL",8,8,2014,2014-08-08
"5467","OH",8,8,2014,2014-08-08
"5468","PA",8,8,2014,2014-08-08
"5469","FL",8,8,2014,2014-08-08
"5470","VA",8,8,2014,2014-08-08
"5471","UT",8,8,2014,2014-08-08
"5472","IA",8,8,2014,2014-08-08
"5671","CA",8,8,2014,2014-08-08
"5672","OR",8,8,2014,2014-08-08
"5673","WI",8,8,2014,2014-08-08
"5674","PA",8,8,2014,2014-08-08
"5675","CA",8,8,2014,2014-08-08
"5676","FL",8,8,2014,2014-08-08
"5677","FL",8,8,2014,2014-08-08
"6304","MA",8,8,2014,2014-08-08
"6305","PA",8,8,2014,2014-08-08
"6306","NJ",8,8,2014,2014-08-08
"6307","MO",8,8,2014,2014-08-08
"6308","OK",8,8,2014,2014-08-08
"5451","NJ",9,8,2014,2014-08-09
"5452","VA",9,8,2014,2014-08-09
"5453","VA",9,8,2014,2014-08-09
"5454","NJ",9,8,2014,2014-08-09
"5455","MA",9,8,2014,2014-08-09
"5456","PA",9,8,2014,2014-08-09
"5457","OH",9,8,2014,2014-08-09
"5458","PA",9,8,2014,2014-08-09
"5459","OR",9,8,2014,2014-08-09
"5460","NY",9,8,2014,2014-08-09
"5461","PA",9,8,2014,2014-08-09
"5462","PA",9,8,2014,2014-08-09
"5463","PA",9,8,2014,2014-08-09
"5464","OR",9,8,2014,2014-08-09
"5465","LA",9,8,2014,2014-08-09
"5668","TX",9,8,2014,2014-08-09
"5669","PA",9,8,2014,2014-08-09
"5670","TX",9,8,2014,2014-08-09
"6302","OH",9,8,2014,2014-08-09
"6303","IL",9,8,2014,2014-08-09
"5450","FL",10,8,2014,2014-08-10
"5657","TX",10,8,2014,2014-08-10
"5658","PA",10,8,2014,2014-08-10
"5659","NY",10,8,2014,2014-08-10
"5660","FL",10,8,2014,2014-08-10
"5661","MO",10,8,2014,2014-08-10
"5662","CA",10,8,2014,2014-08-10
"5663","FL",10,8,2014,2014-08-10
"5664","NC",10,8,2014,2014-08-10
"5665","AZ",10,8,2014,2014-08-10
"5666","CA",10,8,2014,2014-08-10
"5667","MO",10,8,2014,2014-08-10
"5443","CA",11,8,2014,2014-08-11
"5444","MA",11,8,2014,2014-08-11
"5445","PA",11,8,2014,2014-08-11
"5446","KS",11,8,2014,2014-08-11
"5447","NY",11,8,2014,2014-08-11
"5448","OR",11,8,2014,2014-08-11
"5449","PA",11,8,2014,2014-08-11
"5654","NH",11,8,2014,2014-08-11
"5655","OR",11,8,2014,2014-08-11
"5656","GA",11,8,2014,2014-08-11
"5645","NY",12,8,2014,2014-08-12
"5646","LA",12,8,2014,2014-08-12
"5647","ID",12,8,2014,2014-08-12
"5648","WY",12,8,2014,2014-08-12
"5649","CA",12,8,2014,2014-08-12
"5650","IN",12,8,2014,2014-08-12
"5651","PA",12,8,2014,2014-08-12
"5652","AZ",12,8,2014,2014-08-12
"5653","PA",12,8,2014,2014-08-12
"5638","WV",13,8,2014,2014-08-13
"5639","FL",13,8,2014,2014-08-13
"5640","MI",13,8,2014,2014-08-13
"5641","DE",13,8,2014,2014-08-13
"5642","MI",13,8,2014,2014-08-13
"5643","TX",13,8,2014,2014-08-13
"5644","CA",13,8,2014,2014-08-13
"5439","MA",14,8,2014,2014-08-14
"5440","NV",14,8,2014,2014-08-14
"5441","CA",14,8,2014,2014-08-14
"5442","WA",14,8,2014,2014-08-14
"5629","DE",14,8,2014,2014-08-14
"5630","OK",14,8,2014,2014-08-14
"5631","NC",14,8,2014,2014-08-14
"5632","MO",14,8,2014,2014-08-14
"5633","NC",14,8,2014,2014-08-14
"5634","NC",14,8,2014,2014-08-14
"5635","NJ",14,8,2014,2014-08-14
"5636","NC",14,8,2014,2014-08-14
"5637","FL",14,8,2014,2014-08-14
"5415","TX",15,8,2014,2014-08-15
"5416","ID",15,8,2014,2014-08-15
"5417","NY",15,8,2014,2014-08-15
"5418","NY",15,8,2014,2014-08-15
"5419","CO",15,8,2014,2014-08-15
"5420","MS",15,8,2014,2014-08-15
"5421","MS",15,8,2014,2014-08-15
"5422","AZ",15,8,2014,2014-08-15
"5423","TN",15,8,2014,2014-08-15
"5424","MD",15,8,2014,2014-08-15
"5425","MI",15,8,2014,2014-08-15
"5426","WI",15,8,2014,2014-08-15
"5427","CA",15,8,2014,2014-08-15
"5428","NC",15,8,2014,2014-08-15
"5429","LA",15,8,2014,2014-08-15
"5430","WA",15,8,2014,2014-08-15
"5431","WA",15,8,2014,2014-08-15
"5432","TX",15,8,2014,2014-08-15
"5433","CO",15,8,2014,2014-08-15
"5434","FL",15,8,2014,2014-08-15
"5435","LA",15,8,2014,2014-08-15
"5436","KY",15,8,2014,2014-08-15
"5437","SC",15,8,2014,2014-08-15
"5438","FL",15,8,2014,2014-08-15
"5397","PA",16,8,2014,2014-08-16
"5398","DE",16,8,2014,2014-08-16
"5399","PA",16,8,2014,2014-08-16
"5400","SD",16,8,2014,2014-08-16
"5401","OH",16,8,2014,2014-08-16
"5402","CA",16,8,2014,2014-08-16
"5403","PA",16,8,2014,2014-08-16
"5404","CO",16,8,2014,2014-08-16
"5405","PA",16,8,2014,2014-08-16
"5406","LA",16,8,2014,2014-08-16
"5407","MA",16,8,2014,2014-08-16
"5408","KS",16,8,2014,2014-08-16
"5409","WY",16,8,2014,2014-08-16
"5410","NC",16,8,2014,2014-08-16
"5411","PA",16,8,2014,2014-08-16
"5412","FL",16,8,2014,2014-08-16
"5413","SC",16,8,2014,2014-08-16
"5414","NJ",16,8,2014,2014-08-16
"5622","MD",16,8,2014,2014-08-16
"5623","ID",16,8,2014,2014-08-16
"5624","MA",16,8,2014,2014-08-16
